business_id;name;categories;city;stars;text
b1513;Elevate Gym;Pilates, Gyms, Cycling Classes, Yoga;Nashville;4.0;elev gym pilat gym cycl class yoga
b1495;Family Dentistry;Dentists, Physical Therapy, Optometrists;Madison;5.0;famili dentistri dentist physic therapi optometrist
b1759;Plaza Inn;Bed & Breakfast, Resorts, Hotels & Travel;Boulder;4.0;plaza inn bed breakfast resort hotel travel
b1080;Nonna Pizza;Italian, Calzones, Wine Bars, Pasta;Austin;4.0;nonna pizza italian calzon wine bar pasta
b1063;Nonna Pizza;Wine Bars, Calzones, Pasta, Pizza;Columbus;4.0;nonna pizza wine bar calzon pasta pizza
b1615;Trusted Plumbing;Contractors, Heating & Air Conditioning/HVAC, Home Services;Tucson;4.0;trust plumb contractor heat air home servic
b1682;Happy Pet Care;Pets, Pet Stores;Columbus;4.5;happi pet care pet pet store
b1645;Apex Contractors;Home Services, Plumbing, Contractors;Austin;4.0;apex contractor home servic plumb contractor
b1033;Cozy Bakery;Juice Bars & Smoothies, Tea Rooms, Cafes;Nashville;4.0;cozi bakeri juic bar smoothi tea room cafe
b1763;Grand Bed & Breakfast;Bed & Breakfast, Resorts;Madison;3.5;grand bed breakfast bed breakfast resort
b1076;Little Pizzeria;Pasta, Italian, Restaurants, Pizza;Madison;3.5;littl pizzeria pasta italian restaur pizza
b1710;Furry Pet Grooming;Pet Groomers, Animal Shelters;Boulder;3.0;furri pet groom pet groomer anim shelter
b1538;Flow Yoga Studio;Cycling Classes, Gyms, Active Life, Trainers;Tucson;3.5;flow yoga studio cycl class gym activ life trainer
b1683;Wag Pet Grooming;Pet Groomers, Animal Shelters, Pet Stores, Dog Walkers;Madison;3.5;wag pet groom pet groomer anim shelter pet store dog walker
b1241;Smash Eatery;Hot Dogs, American (Traditional), Sandwiches, Fries;Reno;4.0;smash eateri hot dog american tradit sandwich fri
b1259;Downtown Sandwich Shop;Sandwiches, Burgers, American (Traditional), Fries;Austin;4.5;downtown sandwich shop sandwich burger american tradit fri
b1020;Roasted Beans;Donuts, Breakfast & Brunch, Juice Bars & Smoothies;Portland;4.0;roast bean donut breakfast brunch juic bar smoothi
b1750;Plaza Bed & Breakfast;Event Planning & Services, Hotels;Phoenix;3.5;plaza bed breakfast event plan servic hotel
b1375;Glow Beauty Bar;Day Spas, Beauty & Spas;Phoenix;3.5;glow beauti bar day spa beauti spa
b1671;Happy Veterinary Clinic;Dog Walkers, Animal Shelters, Pets, Pet Stores;Phoenix;4.0;happi veterinari clinic dog walker anim shelter pet pet store
b1547;Core Crossfit;Trainers, Active Life;Columbus;4.0;core crossfit trainer activ life
b1444;Lakeside Health Group;Chiropractors, Physical Therapy;Tucson;4.0;lakesid health group chiropractor physic therapi
b1230;Route Burger Joint;American (Traditional), Burgers, Restaurants, Fries;Reno;4.0;rout burger joint american tradit burger restaur fri
b1661;Cozy Pet Shop;Animal Shelters, Dog Walkers;Nashville;5.0;cozi pet shop anim shelter dog walker
b1755;Park Inn;Resorts, Hotels & Travel;Phoenix;4.5;park inn resort hotel travel
b1049;Sunrise Brew House;Coffee & Tea, Bakeries, Tea Rooms;Tucson;3.0;sunris brew hous coffe tea bakeri tea room
b1068;Famous Pizza;Pasta, Wine Bars, Italian, Calzones;Madison;5.0;famou pizza pasta wine bar italian calzon
b1176;Bamboo Kitchen;Sushi Bars, Noodles, Ramen;Phoenix;3.0;bamboo kitchen sushi bar noodl ramen
b1767;Plaza Inn;Bed & Breakfast, Hotels & Travel, Resorts, Event Planning & Services;Tampa;4.0;plaza inn bed breakfast hotel travel resort event plan servic
b1715;Wag Veterinary Clinic;Dog Walkers, Animal Shelters, Veterinarians;Tampa;5.0;wag veterinari clinic dog walker anim shelter veterinarian
b1014;Corner Cafe;Tea Rooms, Cafes, Bakeries, Donuts;Tucson;5.0;corner cafe tea room cafe bakeri donut
b1149;Taco Tacos;Burritos, Restaurants;Madison;4.5;taco taco burrito restaur
b1206;Jade Wok;Chinese, Noodles, Sushi Bars;Tucson;5.0;jade wok chines noodl sushi bar
b1267;Downtown Sandwich Shop;Fries, Fast Food, Sandwiches;Austin;4.0;downtown sandwich shop fri fast food sandwich
b1007;Bean Bakery;Coffee & Tea, Bakeries, Donuts, Cafes;Phoenix;4.5;bean bakeri coffe tea bakeri donut cafe
b1509;Pulse Crossfit;Active Life, Pilates, Cycling Classes;Tampa;3.5;puls crossfit activ life pilat cycl class
b1606;All Plumbing;Home Services, Heating & Air Conditioning/HVAC;Columbus;5.0;plumb home servic heat air
b1716;Park Hotel;Hotels & Travel, Event Planning & Services, Resorts, Hotels;Madison;4.5;park hotel hotel travel event plan servic resort hotel
b1431;Express Auto Repair;Tires, Auto Parts, Automotive;Portland;4.5;express auto repair tire auto part automot
b1404;Express Car Wash;Car Wash, Auto Parts, Tires;Austin;4.0;express car wash car wash auto part tire
b1497;Peak Yoga Studio;Fitness & Instruction, Pilates;Portland;3.5;peak yoga studio fit instruct pilat
b1447;Modern Health Group;Doctors, Health & Medical, Chiropractors, Physical Therapy;Tampa;4.5;modern health group doctor health medic chiropractor physic therapi
b1298;Iron Alehouse;Bars, Nightlife;Madison;4.5;iron alehous bar nightlif
b1100;Mama Pizza;Pasta, Wine Bars, Restaurants;Tucson;5.0;mama pizza pasta wine bar restaur
b1751;Park Resort;Event Planning & Services, Resorts, Hotels & Travel;Austin;4.0;park resort event plan servic resort hotel travel
b1679;Cozy Pet Grooming;Pets, Veterinarians;Madison;5.0;cozi pet groom pet veterinarian
b1257;Downtown Eatery;Fast Food, Burgers, Restaurants, Hot Dogs;Austin;5.0;downtown eateri fast food burger restaur hot dog
b1039;Corner Bakery;Juice Bars & Smoothies, Breakfast & Brunch;Portland;5.0;corner bakeri juic bar smoothi breakfast brunch
b1329;The Alehouse;Nightlife, Cocktail Bars, Breweries;Tampa;4.5;alehous nightlif cocktail bar breweri
b1012;Corner Beans;Donuts, Breakfast & Brunch, Juice Bars & Smoothies;Portland;4.0;corner bean donut breakfast brunch juic bar smoothi
b1225;Classic Diner;Restaurants, Burgers, Hot Dogs;Portland;3.0;classic diner restaur burger hot dog
b1392;All-Star Garage;Automotive, Auto Repair, Oil Change Stations, Car Wash;Austin;3.5;garag automot auto repair oil chang station car wash
b1422;Master Auto Body;Automotive, Auto Parts, Auto Repair;Austin;4.0;master auto bodi automot auto part auto repair
b1406;Master Tire Center;Auto Parts, Tires, Oil Change Stations;Tampa;4.5;master tire center auto part tire oil chang station
b1523;Summit Training Lab;Fitness & Instruction, Yoga, Active Life, Pilates;Nashville;3.0;summit train lab fit instruct yoga activ life pilat
b1622;All Plumbing;Home Services, Contractors, Plumbing, Roofing;Nashville;4.0;plumb home servic contractor plumb roof
b1644;All Heating & Cooling;Plumbing, Heating & Air Conditioning/HVAC, Roofing;Austin;4.5;heat cool plumb heat air roof
b1610;Hometown Electric;Plumbing, Electricians, Contractors, Heating & Air Conditioning/HVAC;Columbus;4.0;hometown electr plumb electrician contractor heat air
b1601;Family Grocery;Farmers Market, Organic Stores;Madison;4.0;famili groceri farmer market organ store
b1342;Pure Hair Studio;Beauty & Spas, Waxing, Day Spas;Austin;4.5;pure hair studio beauti spa wax day spa
b1175;Red Sushi;Japanese, Restaurants;Madison;4.5;red sushi japanes restaur
b1221;Classic Burgers;Sandwiches, American (Traditional), Fries;Boulder;5.0;classic burger sandwich american tradit fri
b1256;Route Grill;Fast Food, Fries;Phoenix;4.0;rout grill fast food fri
b1706;Happy Pet Care;Dog Walkers, Pet Groomers, Veterinarians;Madison;3.0;happi pet care dog walker pet groomer veterinarian
b1483;Community Dental;Dentists, Physical Therapy, Optometrists;Tucson;4.5;commun dental dentist physic therapi optometrist
b1465;Family Health Group;Chiropractors, Health & Medical, Physical Therapy, Optometrists;Madison;3.5;famili health group chiropractor health medic physic therapi optometrist
b1723;Heritage Inn;Event Planning & Services, Resorts, Bed & Breakfast;Reno;3.0;heritag inn event plan servic resort bed breakfast
b1511;Peak Crossfit;Active Life, Trainers, Pilates, Gyms;Nashville;4.5;peak crossfit activ life trainer pilat gym
b1119;Taco Tacos;Tex-Mex, Latin American;Columbus;4.0;taco taco latin american
b1048;Urban Coffee;Cafes, Breakfast & Brunch;Boulder;4.5;urban coffe cafe breakfast brunch
b1579;Daily Mart;Grocery, Convenience Stores, Farmers Market, Specialty Food;Tampa;4.5;daili mart groceri conveni store farmer market specialti food
b1516;Iron Training Lab;Cycling Classes, Trainers, Fitness & Instruction, Yoga;Tucson;3.5;iron train lab cycl class trainer fit instruct yoga
b1031;Bean Bakery;Juice Bars & Smoothies, Coffee & Tea, Breakfast & Brunch;Columbus;4.0;bean bakeri juic bar smoothi coffe tea breakfast brunch
b1467;Family Family Clinic;Physical Therapy, Optometrists, Dentists, Chiropractors;Tampa;3.5;famili famili clinic physic therapi optometrist dentist chiropractor
b1194;Tokyo Dragon;Chinese, Ramen, Thai;Phoenix;3.5;tokyo dragon chines ramen thai
b1291;Copper Saloon;Beer, Nightlife, Cocktail Bars;Boulder;4.5;copper saloon beer nightlif cocktail bar
b1219;Tokyo Sushi;Japanese, Thai, Chinese;Tampa;5.0;tokyo sushi japanes thai chines
b1117;El Cocina;Burritos, Restaurants;Phoenix;3.0;el cocina burrito restaur
b1202;Red Dragon;Chinese, Restaurants;Reno;4.5;red dragon chines restaur
b1636;Reliable Contractors;Roofing, Electricians, Heating & Air Conditioning/HVAC, Home Services;Phoenix;4.0;reliabl contractor roof electrician heat air home servic
b1074;Original Trattoria;Pizza, Wine Bars;Tucson;4.5;origin trattoria pizza wine bar
b1144;El Taqueria;Latin American, Burritos, Tacos, Restaurants;Portland;4.0;el taqueria latin american burrito taco restaur
b1619;Premier Home Services;Heating & Air Conditioning/HVAC, Contractors, Roofing;Austin;4.0;premier home servic heat air contractor roof
b1688;Loyal Animal Hospital;Animal Shelters, Pet Stores, Veterinarians;Boulder;3.0;loyal anim hospit anim shelter pet store veterinarian
b1662;Whiskers Veterinary Clinic;Animal Shelters, Pets, Pet Groomers, Pet Stores;Columbus;4.5;whisker veterinari clinic anim shelter pet pet groomer pet store
b1602;Nature Foods;Specialty Food, Convenience Stores, Grocery;Boulder;4.5;natur food specialti food conveni store groceri
b1094;Mama Pizza;Pizza, Restaurants, Pasta;Madison;4.5;mama pizza pizza restaur pasta
b1352;Serene Barbershop;Hair Salons, Waxing, Nail Salons, Beauty & Spas;Phoenix;5.0;seren barbershop hair salon wax nail salon beauti spa
b1299;Tap Alehouse;Beer, Lounges;Nashville;4.0;tap alehous beer loung
b1017;Daily Cafe;Coffee & Tea, Donuts, Cafes, Bakeries;Austin;4.5;daili cafe coffe tea donut cafe bakeri
b1760;Grand Bed & Breakfast;Bed & Breakfast, Hotels & Travel, Resorts, Hotels;Reno;4.0;grand bed breakfast bed breakfast hotel travel resort hotel
b1131;Agave Burrito Bar;Mexican, Tacos, Burritos, Restaurants;Austin;3.5;agav burrito bar mexican taco burrito restaur
b1539;Elevate Gym;Fitness & Instruction, Active Life;Portland;3.5;elev gym fit instruct activ life
b1673;Paws Pet Grooming;Dog Walkers, Pet Groomers, Veterinarians, Animal Shelters;Columbus;4.0;paw pet groom dog walker pet groomer veterinarian anim shelter
b1317;Copper Alehouse;Lounges, Bars, Sports Bars, Breweries;Austin;3.5;copper alehous loung bar sport bar breweri
b1069;Nonna Trattoria;Restaurants, Pizza, Italian;Austin;4.5;nonna trattoria restaur pizza italian
b1237;Smash Grill;American (Traditional), Burgers;Tucson;4.5;smash grill american tradit burger
b1228;Hungry Eatery;Sandwiches, Fast Food, Restaurants;Austin;4.5;hungri eateri sandwich fast food restaur
b1528;Elevate Yoga Studio;Yoga, Fitness & Instruction;Reno;4.0;elev yoga studio yoga fit instruct
b1275;Route Sandwich Shop;Hot Dogs, Sandwiches;Madison;4.0;rout sandwich shop hot dog sandwich
b1466;Family Dental;Chiropractors, Optometrists, Physical Therapy, Dentists;Tampa;4.0;famili dental chiropractor optometrist physic therapi dentist
b1572;Market Pantry;Specialty Food, Convenience Stores, Farmers Market, Shopping;Nashville;3.5;market pantri specialti food conveni store farmer market shop
b1142;Agave Cocina;Restaurants, Burritos;Tampa;3.0;agav cocina restaur burrito
b1691;Loyal Veterinary Clinic;Pets, Animal Shelters;Austin;3.5;loyal veterinari clinic pet anim shelter
b1761;Plaza Lodge;Hotels & Travel, Hotels, Bed & Breakfast, Event Planning & Services;Austin;4.5;plaza lodg hotel travel hotel bed breakfast event plan servic
b1658;Hometown Electric;Heating & Air Conditioning/HVAC, Home Services, Plumbing, Contractors;Austin;4.0;hometown electr heat air home servic plumb contractor
b1650;Trusted HVAC;Contractors, Plumbing;Phoenix;4.5;trust hvac contractor plumb
b1354;Bliss Nails;Hair Salons, Nail Salons, Waxing, Barbers;Portland;5.0;bliss nail hair salon nail salon wax barber
b1326;Copper Saloon;Lounges, Sports Bars;Phoenix;5.0;copper saloon loung sport bar
b1505;Iron Training Lab;Cycling Classes, Trainers, Gyms;Phoenix;3.5;iron train lab cycl class trainer gym
b1168;Lucky Ramen;Japanese, Noodles;Tucson;4.5;lucki ramen japanes noodl
b1561;Market Market;Convenience Stores, Shopping, Specialty Food, Farmers Market;Portland;3.5;market market conveni store shop specialti food farmer market
b1699;Whiskers Pet Grooming;Pet Groomers, Dog Walkers, Pet Stores;Boulder;4.0;whisker pet groom pet groomer dog walker pet store
b1630;Hometown HVAC;Contractors, Roofing, Heating & Air Conditioning/HVAC;Portland;3.5;hometown hvac contractor roof heat air
b1179;Lucky Kitchen;Japanese, Noodles, Thai, Asian Fusion;Madison;4.5;lucki kitchen japanes noodl thai asian fusion
b1698;Whiskers Pet Shop;Pet Groomers, Animal Shelters;Portland;3.5;whisker pet shop pet groomer anim shelter
b1207;Bamboo Dragon;Noodles, Thai, Restaurants;Boulder;3.5;bamboo dragon noodl thai restaur
b1132;Taco Cantina;Tex-Mex, Tacos;Phoenix;3.0;taco cantina taco
b1227;Route Burgers;Sandwiches, Fast Food, American (Traditional);Boulder;3.5;rout burger sandwich fast food american tradit
b1434;Master Car Wash;Body Shops, Car Wash, Auto Parts;Austin;4.5;master car wash bodi shop car wash auto part
b1544;Peak Fitness;Pilates, Gyms;Madison;5.0;peak fit pilat gym
b1011;Urban Espresso;Coffee & Tea, Cafes;Phoenix;4.5;urban espresso coffe tea cafe
b1035;Bean Beans;Donuts, Cafes;Boulder;4.5;bean bean donut cafe
b1096;Nonna Ristorante;Calzones, Restaurants, Pasta;Nashville;4.5;nonna ristorant calzon restaur pasta
b1635;Hometown Home Services;Heating & Air Conditioning/HVAC, Electricians, Plumbing, Contractors;Tampa;4.5;hometown home servic heat air electrician plumb contractor
b1152;La Cantina;Burritos, Tex-Mex;Tucson;4.5;la cantina burrito
b1278;Iron Alehouse;Lounges, Bars, Sports Bars;Phoenix;5.0;iron alehous loung bar sport bar
b1676;Loyal Pet Shop;Veterinarians, Animal Shelters, Pet Groomers, Dog Walkers;Columbus;4.0;loyal pet shop veterinarian anim shelter pet groomer dog walker
b1118;Fiesta Grill;Tex-Mex, Latin American, Restaurants, Tacos;Nashville;5.0;fiesta grill latin american restaur taco
b1675;Loyal Pet Grooming;Dog Walkers, Pet Stores;Phoenix;4.0;loyal pet groom dog walker pet store
b1351;Radiant Hair Studio;Day Spas, Barbers, Waxing, Hair Salons;Austin;4.5;radiant hair studio day spa barber wax hair salon
b1073;Bella Pasta House;Wine Bars, Calzones, Pasta, Italian;Tucson;4.5;bella pasta hous wine bar calzon pasta italian
b1436;Highway Service Center;Body Shops, Automotive, Auto Repair;Phoenix;4.0;highway servic center bodi shop automot auto repair
b1332;Polished Barbershop;Nail Salons, Waxing;Tampa;5.0;polish barbershop nail salon wax
b1026;Roasted Espresso;Coffee & Tea, Tea Rooms;Boulder;4.0;roast espresso coffe tea tea room
b1210;Golden Ramen;Noodles, Restaurants;Portland;3.0;golden ramen noodl restaur
b1052;Sunrise Roasters;Donuts, Tea Rooms, Bakeries, Juice Bars & Smoothies;Portland;4.0;sunris roaster donut tea room bakeri juic bar smoothi
b1568;Family Grocery;Specialty Food, Shopping;Nashville;3.0;famili groceri specialti food shop
b1670;Happy Pet Care;Pet Groomers, Pets;Madison;4.0;happi pet care pet groomer pet
b1553;Green Mart;Organic Stores, Farmers Market;Tucson;5.0;green mart organ store farmer market
b1753;Heritage Suites;Resorts, Event Planning & Services, Hotels, Hotels & Travel;Tucson;4.5;heritag suit resort event plan servic hotel hotel travel
b1361;Bliss Barbershop;Waxing, Day Spas, Barbers;Columbus;3.5;bliss barbershop wax day spa barber
b1231;Downtown Sandwich Shop;Fast Food, Hot Dogs;Austin;5.0;downtown sandwich shop fast food hot dog
b1490;Community Health Group;Doctors, Health & Medical, Chiropractors;Portland;4.0;commun health group doctor health medic chiropractor
b1246;Smash Burger Joint;Hot Dogs, Sandwiches;Portland;5.0;smash burger joint hot dog sandwich
b1022;Roasted Beans;Coffee & Tea, Cafes, Donuts, Breakfast & Brunch;Boulder;3.0;roast bean coffe tea cafe donut breakfast brunch
b1279;Iron Brewery;Sports Bars, Pubs;Austin;4.0;iron breweri sport bar pub
b1463;Community Dentistry;Physical Therapy, Optometrists, Doctors, Dentists;Boulder;3.5;commun dentistri physic therapi optometrist doctor dentist
b1631;Trusted Electric;Contractors, Home Services;Phoenix;3.5;trust electr contractor home servic
b1556;Harvest Grocery;Farmers Market, Convenience Stores;Tampa;3.5;harvest groceri farmer market conveni store
b1263;Downtown Burgers;Restaurants, Sandwiches;Columbus;5.0;downtown burger restaur sandwich
b1502;Elevate Training Lab;Cycling Classes, Yoga;Boulder;4.5;elev train lab cycl class yoga
b1126;Fiesta Tacos;Restaurants, Tacos;Tampa;3.0;fiesta taco restaur taco
b1272;Hungry Diner;Burgers, Sandwiches, Fast Food;Madison;4.0;hungri diner burger sandwich fast food
b1478;Lakeside Health Group;Doctors, Chiropractors;Tampa;3.5;lakesid health group doctor chiropractor
b1616;Trusted Heating & Cooling;Roofing, Electricians;Phoenix;4.5;trust heat cool roof electrician
b1587;Market Mart;Convenience Stores, Shopping, Farmers Market;Austin;4.5;market mart conveni store shop farmer market
b1517;Iron Gym;Pilates, Cycling Classes, Trainers, Yoga;Boulder;4.0;iron gym pilat cycl class trainer yoga
b1109;Rustic Pizza;Restaurants, Pasta, Pizza, Calzones;Phoenix;3.0;rustic pizza restaur pasta pizza calzon
b1633;Apex Plumbing;Electricians, Roofing, Home Services;Boulder;3.5;apex plumb electrician roof home servic
b1487;Bright Medical Center;Doctors, Health & Medical;Tucson;4.5;bright medic center doctor health medic
b1543;Iron Wellness;Fitness & Instruction, Trainers, Yoga;Phoenix;4.5;iron well fit instruct trainer yoga
b1689;Paws Veterinary Clinic;Pet Stores, Animal Shelters, Veterinarians, Dog Walkers;Austin;4.5;paw veterinari clinic pet store anim shelter veterinarian dog walker
b1390;Precision Motors;Auto Parts, Automotive;Tucson;4.5;precis motor auto part automot
b1595;Daily Grocery;Specialty Food, Grocery, Organic Stores, Farmers Market;Boulder;4.5;daili groceri specialti food groceri organ store farmer market
b1183;Lucky Sushi;Asian Fusion, Sushi Bars;Portland;3.5;lucki sushi asian fusion sushi bar
b1651;Trusted Electric;Roofing, Home Services;Boulder;3.0;trust electr roof home servic
b1282;Tap Pub;Bars, Cocktail Bars;Madison;4.0;tap pub bar cocktail bar
b1187;Tokyo Bistro;Thai, Ramen, Asian Fusion, Noodles;Madison;4.0;tokyo bistro thai ramen asian fusion noodl
b1335;Glow Salon;Hair Salons, Nail Salons;Austin;3.5;glow salon hair salon nail salon
b1518;Pulse Fitness;Pilates, Yoga, Gyms;Columbus;5.0;puls fit pilat yoga gym
b1456;Bright Dental;Health & Medical, Chiropractors, Physical Therapy;Portland;4.0;bright dental health medic chiropractor physic therapi
b1660;Reliable Home Services;Electricians, Heating & Air Conditioning/HVAC, Contractors;Austin;4.0;reliabl home servic electrician heat air contractor
b1460;Family Medical Center;Physical Therapy, Dentists, Health & Medical, Doctors;Phoenix;3.0;famili medic center physic therapi dentist health medic doctor
b1356;Radiant Beauty Bar;Nail Salons, Skin Care, Day Spas, Beauty & Spas;Austin;4.0;radiant beauti bar nail salon skin care day spa beauti spa
b1348;Radiant Hair Studio;Beauty & Spas, Nail Salons, Hair Salons;Boulder;4.0;radiant hair studio beauti spa nail salon hair salon
b1380;Luxe Nails;Beauty & Spas, Day Spas;Portland;4.5;lux nail beauti spa day spa
b1520;Elevate Fitness;Yoga, Cycling Classes, Active Life, Trainers;Boulder;5.0;elev fit yoga cycl class activ life trainer
b1308;Old Saloon;Nightlife, Beer, Bars, Sports Bars;Columbus;5.0;old saloon nightlif beer bar sport bar
b1486;Family Health Group;Health & Medical, Optometrists;Portland;5.0;famili health group health medic optometrist
b1208;Jade Dragon;Noodles, Chinese;Madison;4.5;jade dragon noodl chines
b1577;Fresh Grocery;Grocery, Organic Stores, Convenience Stores;Columbus;3.0;fresh groceri groceri organ store conveni store
b1271;Smash Burgers;Fast Food, Restaurants;Austin;3.5;smash burger fast food restaur
b1489;Lakeside Medical Center;Chiropractors, Health & Medical, Optometrists;Phoenix;4.5;lakesid medic center chiropractor health medic optometrist
b1004;Morning Bakery;Coffee & Tea, Juice Bars & Smoothies, Cafes;Reno;4.0;morn bakeri coffe tea juic bar smoothi cafe
b1591;Green Pantry;Specialty Food, Convenience Stores;Phoenix;3.0;green pantri specialti food conveni store
b1708;Cozy Pet Care;Pets, Dog Walkers, Animal Shelters;Phoenix;4.0;cozi pet care pet dog walker anim shelter
b1143;Fiesta Tacos;Restaurants, Mexican, Burritos;Tucson;3.5;fiesta taco restaur mexican burrito
b1640;Guardian Electric;Electricians, Heating & Air Conditioning/HVAC, Plumbing;Phoenix;4.0;guardian electr electrician heat air plumb
b1740;Royal Suites;Bed & Breakfast, Resorts, Event Planning & Services;Madison;4.5;royal suit bed breakfast resort event plan servic
b1135;Casa Cantina;Mexican, Latin American, Tex-Mex, Tacos;Portland;3.5;casa cantina mexican latin american taco
b1347;Serene Spa;Beauty & Spas, Hair Salons, Barbers;Tucson;5.0;seren spa beauti spa hair salon barber
b1121;La Cocina;Restaurants, Tacos;Austin;4.5;la cocina restaur taco
b1562;Daily Grocery;Convenience Stores, Shopping, Grocery;Boulder;3.0;daili groceri conveni store shop groceri
b1373;Polished Salon;Nail Salons, Waxing, Day Spas;Madison;4.5;polish salon nail salon wax day spa
b1197;Jade Ramen;Ramen, Chinese;Tucson;4.0;jade ramen ramen chines
b1558;Green Grocery;Grocery, Specialty Food;Reno;4.0;green groceri groceri specialti food
b1732;Lakeview Bed & Breakfast;Hotels & Travel, Resorts, Bed & Breakfast, Hotels;Tucson;4.5;lakeview bed breakfast hotel travel resort bed breakfast hotel
b1443;Advanced Chiropractic;Chiropractors, Optometrists, Health & Medical, Doctors;Portland;4.5;advanc chiropract chiropractor optometrist health medic doctor
b1339;Bliss Spa;Waxing, Day Spas;Reno;4.5;bliss spa wax day spa
b1229;Downtown Burger Joint;Hot Dogs, Fast Food, Sandwiches;Phoenix;3.5;downtown burger joint hot dog fast food sandwich
b1288;Blue Tavern;Bars, Cocktail Bars, Pubs;Madison;4.5;blue tavern bar cocktail bar pub
b1410;Pro Auto Body;Oil Change Stations, Automotive;Nashville;4.0;pro auto bodi oil chang station automot
b1140;Taco Cocina;Tacos, Restaurants;Columbus;5.0;taco cocina taco restaur
b1391;Pro Tire Center;Tires, Oil Change Stations;Reno;4.0;pro tire center tire oil chang station
b1295;Blue Cocktail Bar;Sports Bars, Nightlife, Pubs, Bars;Tampa;4.5;blue cocktail bar sport bar nightlif pub bar
b1090;Mama Pizza;Wine Bars, Pizza, Restaurants;Phoenix;4.0;mama pizza wine bar pizza restaur
b1504;Pulse Yoga Studio;Fitness & Instruction, Pilates, Gyms, Yoga;Tucson;4.5;puls yoga studio fit instruct pilat gym yoga
b1108;Nonna Pasta House;Pasta, Pizza, Wine Bars, Calzones;Columbus;4.0;nonna pasta hous pasta pizza wine bar calzon
b1534;Pulse Gym;Trainers, Fitness & Instruction;Columbus;4.0;puls gym trainer fit instruct
b1349;Radiant Beauty Bar;Hair Salons, Skin Care;Boulder;4.5;radiant beauti bar hair salon skin care
b1592;Daily Provisions;Organic Stores, Convenience Stores;Madison;5.0;daili provis organ store conveni store
b1527;Summit Fitness;Trainers, Active Life, Pilates, Cycling Classes;Reno;3.0;summit fit trainer activ life pilat cycl class
b1626;Trusted Home Services;Plumbing, Roofing, Heating & Air Conditioning/HVAC;Tucson;4.0;trust home servic plumb roof heat air
b1146;Fiesta Tacos;Mexican, Burritos, Restaurants, Latin American;Tampa;5.0;fiesta taco mexican burrito restaur latin american
b1359;Bliss Barbershop;Waxing, Skin Care, Beauty & Spas, Day Spas;Austin;3.0;bliss barbershop wax skin care beauti spa day spa
b1637;Reliable Home Services;Heating & Air Conditioning/HVAC, Roofing, Contractors;Nashville;3.5;reliabl home servic heat air roof contractor
b1620;Reliable Plumbing;Electricians, Home Services, Heating & Air Conditioning/HVAC;Madison;5.0;reliabl plumb electrician home servic heat air
b1718;Garden Resort;Hotels & Travel, Hotels, Resorts, Bed & Breakfast;Madison;5.0;garden resort hotel travel hotel resort bed breakfast
b1500;Iron Wellness;Trainers, Gyms, Pilates;Boulder;4.5;iron well trainer gym pilat
b1667;Whiskers Pet Grooming;Veterinarians, Animal Shelters, Pet Stores;Madison;4.5;whisker pet groom veterinarian anim shelter pet store
b1388;Pro Motors;Tires, Car Wash, Auto Repair;Reno;3.5;pro motor tire car wash auto repair
b1077;Little Trattoria;Pasta, Pizza, Italian, Wine Bars;Columbus;3.0;littl trattoria pasta pizza italian wine bar
b1276;Tap Lounge;Cocktail Bars, Beer;Boulder;3.5;tap loung cocktail bar beer
b1218;Golden Wok;Noodles, Thai, Japanese, Sushi Bars;Reno;3.5;golden wok noodl thai japanes sushi bar
b1452;Bright Chiropractic;Optometrists, Doctors;Nashville;4.5;bright chiropract optometrist doctor
b1128;La Tacos;Burritos, Latin American, Tacos, Mexican;Tampa;5.0;la taco burrito latin american taco mexican
b1330;Old Cocktail Bar;Nightlife, Pubs;Portland;3.5;old cocktail bar nightlif pub
b1752;Plaza Inn;Hotels, Event Planning & Services, Resorts;Tucson;5.0;plaza inn hotel event plan servic resort
b1260;Prime Grill;Hot Dogs, American (Traditional);Phoenix;4.0;prime grill hot dog american tradit
b1745;Grand Suites;Hotels & Travel, Hotels;Tampa;4.5;grand suit hotel travel hotel
b1198;Tokyo Noodle House;Chinese, Japanese, Sushi Bars, Ramen;Columbus;4.0;tokyo noodl hous chines japanes sushi bar ramen
b1385;Luxe Barbershop;Barbers, Hair Salons, Skin Care, Waxing;Austin;3.5;lux barbershop barber hair salon skin care wax
b1570;Nature Pantry;Organic Stores, Specialty Food, Shopping;Phoenix;4.5;natur pantri organ store specialti food shop
b1045;Bean Coffee;Donuts, Breakfast & Brunch, Coffee & Tea;Nashville;4.5;bean coffe donut breakfast brunch coffe tea
b1027;Sunrise Espresso;Juice Bars & Smoothies, Breakfast & Brunch;Tampa;4.5;sunris espresso juic bar smoothi breakfast brunch
b1245;Hungry Burgers;American (Traditional), Hot Dogs, Burgers, Sandwiches;Nashville;5.0;hungri burger american tradit hot dog burger sandwich
b1114;Taco Taqueria;Tex-Mex, Restaurants, Burritos;Reno;4.0;taco taqueria restaur burrito
b1169;Jade Kitchen;Noodles, Ramen, Japanese;Phoenix;3.0;jade kitchen noodl ramen japanes
b1697;Paws Veterinary Clinic;Pets, Animal Shelters, Veterinarians, Pet Stores;Columbus;3.5;paw veterinari clinic pet anim shelter veterinarian pet store
b1469;Community Dentistry;Health & Medical, Physical Therapy, Optometrists;Tampa;4.0;commun dentistri health medic physic therapi optometrist
